N,P,K,temperature,humidity,ph,label
72,35,20,20.13459791,71.01211698,5.998415884,maize
67,40,18,22.57098191,66.4364196,6.304742674,maize
62,54,24,23.98307291,69.47968538,6.172752973,maize
93,51,25,18.70688612,62.62474124,5.983104998,maize
81,44,23,18.78663842,73.14625524,5.602181768,maize
97,49,20,23.48009001,67.54079161,6.234559836,maize
68,53,24,20.37353989,67.5072437,6.962778552,maize
91,54,16,20.6424915,65.97416861,6.762760108,maize
91,55,21,25.22003805,69.55449029,6.816376301,maize
80,53,15,19.85370403,67.48057044,6.92812899,maize
81,43,17,18.66741874,70.84862594,5.904692021,maize
88,43,20,25.68751866,57.23235533,6.590706913,maize
67,44,18,23.61586275,72.68978224,6.207806233,maize
82,59,16,25.88469461,66.96111703,5.852895578,maize
74,41,25,18.84367767,62.82467833,6.915745903,maize
90,51,20,24.46960623,67.29353829,6.285146279,maize
89,45,20,23.59488425,57.76688968,6.01938334,maize
63,41,24,23.39256478,70.83756206,6.030204943,maize
89,56,24,25.67017166,70.77387899,6.990037447,maize
88,52,19,22.95011163,55.48186444,6.722809025,maize
81,47,21,22.42892724,69.29201987,6.424802558,maize
62,38,18,25.66164301,74.434274,6.809412575,maize
87,47,24,18.37119494,65.90525343,6.114811676,maize
99,55,15,19.93439102,63.68876866,6.664631533,maize
97,39,21,20.93333678,65.36822944,6.113638516,maize
78,46,16,18.04789663,64.98897911,6.248513678,maize
86,55,18,21.12063802,66.30489006,6.140397983,maize
66,35,15,25.61066427,72.33092987,5.859650633,maize
72,37,22,21.90865303,68.79410045,6.126027849,maize
92,43,23,18.2562157,64.28861397,6.179384142,maize
82,53,22,25.73819196,71.1482942,6.467761941,maize
91,53,23,20.33773084,59.93001506,6.949021858,maize
95,60,18,20.02167653,57.77812186,5.874000422,maize
94,39,25,23.78510012,74.18708214,6.187667123,maize
77,46,18,20.90403395,68.25459675,5.672604462,maize
81,56,24,20.77732783,59.27398898,5.929115203,maize
88,45,16,18.05345489,68.9236856,5.974056601,maize
100,50,22,23.16050148,58.37323032,5.78946814,maize
80,46,25,25.68140459,67.2456538,5.626932515,maize
77,56,19,18.57425908,59.80425651,6.760978059,maize
62,44,25,21.17840545,73.46126189,6.681240869,maize
82,53,21,25.1043276,61.3835253,6.90964688,maize
97,46,16,22.87460325,69.34070842,6.685438901,maize
66,43,17,18.21546737,66.17562768,6.767356434,maize
81,43,23,21.7146247,60.83143631,6.091843013,maize
66,47,16,24.77792655,72.42795417,5.655575036,maize
77,39,20,22.94978412,74.29835307,6.368479483,maize
61,44,19,22.65098271,72.16315777,6.014612436,maize
84,58,16,25.64757486,73.05005818,6.30964634,maize
91,45,20,22.10620554,59.55966493,6.08522685,maize
92,41,22,23.41732109,65.05653754,6.801210069,maize
68,52,17,23.42874054,71.00457877,6.383575049,maize
77,37,25,21.4784724,65.59907266,6.071602694,maize
61,50,25,22.34195678,64.43103991,6.720970061,maize
65,41,19,22.98747857,59.84551097,5.694915874,maize
90,39,17,19.86106656,66.36697771,5.542188394,maize
78,42,16,23.56916354,56.07858257,6.182264966,maize
75,57,20,18.04773424,55.28791542,6.452449476,maize
69,49,16,18.38283302,55.64004774,6.147155767,maize
82,56,21,18.70843294,63.80175166,6.912845764,maize
69,54,21,22.79876951,74.09896504,6.938067463,maize
77,48,24,19.75878947,66.37485719,6.873774757,maize
83,40,23,19.67203534,61.41894284,5.755139518,maize
79,59,21,22.11349008,58.48539843,5.555846415,maize
72,38,20,23.10115089,70.32830759,6.818472174,maize
69,49,21,24.82108961,74.71980729,6.31422416,maize
75,38,24,18.69798012,57.55044964,6.597759103,maize
95,53,18,20.52202996,59.51741532,5.924494416,maize
82,58,19,24.97998709,64.98975879,6.232885923,maize
99,35,18,21.68063584,70.31926647,6.837384242,maize
93,48,23,19.96280692,74.21668293,6.834867823,maize
60,41,16,22.91590749,58.22874083,6.862709303,maize
93,49,19,25.02697752,72.32749218,6.850109067,maize
88,59,18,19.28897872,73.3269417,6.910399819,maize
81,37,19,22.14421797,71.45820544,6.851495353,maize
94,58,18,24.57825565,58.24697525,6.363211855,maize
63,40,20,24.09698806,71.62389005,6.811731726,maize
98,41,23,24.99129428,55.83315699,6.867323961,maize
68,49,22,24.41522972,68.20890807,6.907571274,maize
88,49,23,22.19691096,64.76281507,5.589770577,maize
75,38,23,19.45032331,62.00989858,6.001474825,maize
80,38,23,21.47374219,55.7682489,6.670746351,maize
85,55,19,19.48754434,73.91748507,6.453100767,maize
115,71,54,26.06934468,77.33103927,5.661710978,banana
82,78,47,28.37585681,81.77099395,5.576138706,banana
98,77,50,28.98734733,78.56206484,6.344747085,banana
97,86,53,25.16268249,75.8034973,5.646804946,banana
114,71,55,27.33202874,75.12814353,6.366440945,banana
111,86,51,28.43460706,78.42640854,6.372432202,banana
107,94,54,28.46377291,76.86112266,5.934798068,banana
113,95,47,28.78273157,84.68463835,5.740847643,banana
106,91,52,27.70409811,82.38209026,6.305976905,banana
85,86,55,26.08775306,81.77826878,6.4491015,banana
96,94,48,26.08650825,81.27587003,6.47869056,banana
101,70,45,25.7664727,80.26105146,5.660872422,banana
106,76,47,25.50984218,83.05456345,5.839176349,banana
84,80,54,26.93271133,84.30235867,6.380015011,banana
110,91,50,29.16385056,79.34036234,6.183670213,banana
113,95,45,29.59602807,77.41665513,5.711158472,banana
98,70,54,28.44526346,80.95586777,6.361869506,banana
87,83,49,27.96151787,81.7300828,5.708899429,banana
91,74,46,27.20353122,81.94156859,6.123444332,banana
116,85,52,25.86267339,80.38690587,6.231941271,banana
111,78,55,26.28696861,84.35187683,6.443161573,banana
114,89,55,27.61185561,75.36407045,5.686555619,banana
112,80,47,26.4721639,78.85637586,6.057314346,banana
109,73,45,26.26162044,75.10961943,5.917204799,banana
105,95,45,25.64281917,79.53424839,6.059059313,banana
117,72,51,27.73003915,78.14534905,6.385598886,banana
115,85,47,25.71423042,83.83148989,6.332465161,banana
119,75,49,26.42887789,75.87575731,6.436334802,banana
80,70,55,29.52171247,77.54297713,5.642792421,banana
88,76,52,27.4240322,76.00072322,5.591012151,banana
94,93,53,26.67085806,75.89390204,6.423891696,banana
107,95,54,29.67679132,81.87421081,5.50991294,banana
102,74,50,25.96023329,77.6600364,5.63416146,banana
113,71,45,29.89335014,83.67615823,6.170041665,banana
88,95,52,28.67447095,83.98757075,6.02044444,banana
104,88,54,28.05387164,80.60681233,6.291170032,banana
94,76,48,27.61317489,82.87416033,5.684552524,banana
110,94,55,29.0229524,84.7758741,6.473233635,banana
118,71,50,29.33506392,77.43886988,6.034805992,banana
97,88,48,26.47413025,81.45690897,5.955945316,banana
80,91,54,25.85022345,83.36379564,6.445862321,banana
89,84,54,27.29100238,78.07326248,5.546235846,banana
94,70,52,25.13746074,80.32987612,6.121713062,banana
97,86,50,25.75306789,79.91893535,5.7315446,banana
108,82,55,28.86208101,77.27702042,5.734269207,banana
100,95,53,26.01624352,82.88757426,6.031654568,banana
93,95,55,26.69504382,76.27449413,6.253030249,banana
97,71,45,25.25512081,83.88712421,6.03827413,banana
108,72,55,27.20539803,76.25707028,5.786398857,banana
105,75,52,25.37658224,81.88182105,6.136463252,banana
87,78,46,26.79527838,79.60366616,6.404449886,banana
103,90,52,28.16459586,76.71190844,6.453058488,banana
110,73,46,27.77492724,84.26222437,6.488887916,banana
92,89,48,27.31950568,80.61605283,5.691170213,banana
114,82,47,28.06413524,75.06599039,6.375934792,banana
85,73,48,27.28596943,83.15922184,6.124657073,banana
99,84,46,27.19790729,84.44749497,6.060973788,banana
88,77,45,25.61667551,78.79409962,6.109873825,banana
80,92,47,28.7452469,83.93642239,6.319771573,banana
98,76,49,26.71187525,78.11069008,5.878065727,banana
96,71,45,27.59885402,80.63565214,6.345147903,banana
101,78,55,26.69549053,81.47030363,5.626346422,banana
107,84,50,25.77505159,77.61497826,5.594712769,banana
100,71,53,27.31314312,76.28833059,5.872880899,banana
119,82,50,27.41832974,78.25095908,5.959125111,banana
112,78,52,25.11714431,80.13298934,6.001597239,banana
84,93,55,27.73269551,77.94003662,6.295839958,banana
117,85,50,29.52855183,80.33563402,6.386472823,banana
110,75,52,25.32150689,77.34212742,6.407587955,banana
81,92,49,25.05970906,80.46553006,5.828790136,banana
83,76,53,28.13471035,83.24091296,5.886433559,banana
96,73,47,27.29303035,75.41186231,6.412716521,banana
103,92,49,29.05983124,84.96897279,5.972232578,banana
90,81,46,25.82457136,79.40270879,6.365105761,banana
84,81,52,29.61844208,78.13840342,5.836280397,banana
114,84,51,28.27179542,83.04256948,5.883711295,banana
98,75,45,25.48046683,78.73600092,6.351768716,banana
113,86,51,25.3766734,80.33201939,6.053048418,banana
93,94,46,27.9417309,77.68414037,5.614687972,banana
82,93,48,26.30677936,84.26178344,6.21046589,banana
110,78,51,26.47967668,83.56330447,6.267276431,banana
114,86,47,27.34126863,82.39795599,6.083719203,banana
90,71,51,29.29531186,81.01128924,5.545939975,banana
81,83,54,27.06066902,83.94339206,6.094197927,banana
82,76,52,27.07978944,80.42860976,6.296081316,banana
97,71,53,26.22720338,84.17893642,5.757961782,banana
92,95,51,25.98624872,81.94390726,5.622838023,banana
103,75,47,27.47029388,79.93188865,6.047750458,banana
105,92,47,26.42583773,81.72057114,6.004006115,banana
91,92,50,28.04961702,80.84933672,6.453468085,banana
90,93,47,27.5675149,77.62129565,5.91852083,banana
102,88,47,26.95878107,75.37582912,5.996746794,banana
85,91,48,26.87829662,80.35023523,5.745503529,banana
94,75,53,27.04381859,78.78444837,6.389969125,banana
104,91,49,26.68099798,84.77373589,5.810898189,banana
91,81,55,26.23547265,79.45045735,5.800227663,banana
109,86,53,26.36103377,81.51618492,6.35802687,banana
119,88,51,25.45284458,80.23567009,5.623952457,banana
108,92,52,29.11109285,79.44879072,5.538472829,banana
104,88,45,29.20116155,80.50655194,6.459953362,banana
83,71,45,28.46068734,75.42047112,5.572597067,banana
85,74,53,27.82809465,80.24922519,5.768110966,banana
90,75,46,25.20779529,81.95335182,5.936812371,banana
110,94,47,29.73887323,79.29950973,5.53602669,banana
93,74,51,28.95877979,83.85127669,5.820436371,banana
118,78,48,25.74066585,83.59932314,6.377760047,banana
85,95,50,28.34424835,76.60349103,5.941072394,banana
110,94,51,27.46768453,80.64857238,5.983928058,banana
83,86,46,29.50089047,82.6579969,5.664800959,banana
81,91,55,27.61850079,75.42094651,6.226289434,banana
90,75,53,29.7676825,83.6798521,6.297566293,banana
114,84,45,28.70861802,79.78230533,5.900717913,banana
115,81,50,26.16347662,78.0542682,6.443343951,banana
96,79,53,29.05947219,80.68693206,6.458000165,banana
112,83,55,28.04629268,83.44810812,6.28668692,banana
105,71,50,27.50386759,77.00471096,5.884816336,banana
81,85,52,27.67406512,81.17690423,5.965435761,banana
114,80,50,28.33002146,82.73485914,6.339696191,banana
89,81,49,28.30989282,75.05460228,6.244790924,banana
114,72,54,25.28187146,80.36353222,6.235540322,banana
104,90,51,27.16949718,80.75991044,5.515572907,banana
83,87,45,26.49792454,78.97281108,5.859833463,banana
99,77,50,25.33468875,80.42628604,5.907553769,banana
91,90,55,27.37999017,81.44629054,5.751919343,banana
102,93,53,26.58868373,77.74844092,6.08978435,banana
113,83,50,28.35659512,78.13265479,6.246557068,banana
83,76,52,25.34585313,83.15171393,5.7712098,banana
106,93,46,29.2478894,83.75765999,6.404317628,banana
82,80,45,28.37504817,84.14659772,6.212473657,banana
105,82,50,29.38314403,75.62739894,5.883838914,banana
107,89,46,28.32293922,80.16464055,5.716584127,banana
117,94,45,27.67441443,80.19320449,5.648180072,banana
83,81,55,26.48886871,79.30162941,5.637158154,banana
111,74,49,28.33904812,79.72915436,6.373704439,banana
96,87,53,28.64105982,79.07104372,5.894532916,banana
105,72,52,29.5288124,82.05366785,6.243510793,banana
120,84,49,25.80727013,79.5802272,6.154678393,banana
107,79,46,29.09755238,78.31100965,6.355002112,banana
101,87,46,26.58071023,83.50915144,5.955220415,banana
89,79,46,25.11275998,77.76160524,5.732728531,banana
81,87,54,25.96337527,78.3650747,6.317191699,banana
97,77,51,25.97125422,77.46118298,6.335483521,banana
98,87,46,28.4522033,79.2821782,5.825000862,banana
104,75,48,28.71598667,78.56519956,5.906667877,banana
98,71,47,28.9014206,80.60297081,5.721287218,banana
120,84,52,26.27705902,79.04869955,5.691083119,banana
103,79,52,26.4107093,81.13384362,5.593685207,banana
101,93,53,27.02733866,76.62947609,6.368260326,banana
94,78,53,26.44045893,83.45712528,6.060923776,banana
97,74,55,29.40296994,82.75880768,6.1918847,banana
102,79,52,28.14625322,79.07027444,5.965435992,banana
99,70,47,27.43805612,77.59802595,6.458829224,banana
103,84,52,29.38271771,79.58707764,6.097525605,banana
99,75,53,27.26761792,80.8991333,5.755910578,banana
107,79,50,26.56410018,78.98150297,6.051089179,banana
114,80,52,26.29328855,83.08397589,6.480362965,banana
118,87,46,25.38030177,78.14077685,5.735163532,banana
115,80,49,26.16634544,80.6008296,5.914666214,banana
89,89,48,28.11668954,83.38293341,6.215936383,banana
80,95,55,28.46914331,77.79523293,5.967310513,banana
86,85,52,29.22172735,84.96005008,5.697912954,banana
101,76,47,28.91064275,80.41956603,6.139987757,banana
86,72,53,26.2746311,77.00463848,6.458627477,banana
119,90,46,28.04121257,78.19892598,6.367753604,banana
82,76,47,27.7913165,84.20155608,5.585412984,banana
119,73,46,27.92184609,75.04111554,5.975643396,banana
87,81,48,27.00908193,78.03177237,6.12351228,banana
118,89,54,26.30626487,78.87792769,5.953937142,banana
116,75,49,28.35588586,82.19128591,5.741636341,banana
111,89,45,27.60369619,82.43753835,5.777083273,banana
119,85,49,28.72214038,80.96855039,5.66425696,banana
98,80,52,25.6161448,77.45466976,5.5472751,banana
92,95,51,28.23222403,77.04316749,5.566493973,banana
102,71,51,29.68498408,76.75141549,6.104722794,banana
102,85,53,28.35009202,83.81986204,5.531584562,banana
116,79,48,26.17729547,83.07065364,5.561493194,banana
80,81,45,25.61009615,81.81537587,6.385112958,banana
85,82,45,25.91229579,75.25398554,6.203322248,banana
86,80,54,29.0081366,84.4883777,5.877911752,banana
84,90,53,27.44920308,80.42659901,5.773805232,banana
96,93,51,26.95004243,77.150778,6.426795864,banana
120,72,53,25.9906084,78.32088761,6.430544282,banana
88,88,52,29.78800246,83.06787575,5.571643426,banana
101,82,46,28.18415846,82.17424299,6.045891602,banana
86,76,54,29.63267294,84.73858073,6.278205965,banana
111,73,53,29.31785082,82.89966459,5.939294443,banana
114,93,54,29.85412462,75.7070284,6.460683161,banana
113,89,54,25.8282681,79.47468388,6.48709979,banana
95,79,52,28.55659315,75.79453295,6.466051455,banana
113,70,46,27.86400411,79.29087002,6.262772441,banana
81,73,45,27.53225598,82.394084,6.393365111,banana
85,91,53,29.23202506,82.23086867,5.545684498,banana
87,88,48,26.96296197,80.72402822,5.799438506,banana
85,83,46,29.74380941,80.90496541,5.747907192,banana
118,81,50,25.08154625,80.82162995,5.625709232,banana
83,76,51,25.26039331,84.16571684,6.367200596,banana
119,84,53,26.69922657,79.61626332,6.146141539,banana
99,77,49,25.78736159,76.05671248,6.054761767,banana
94,92,54,26.70726647,79.28812721,6.028008187,banana
120,74,47,28.56796278,77.88790289,6.301472526,banana
116,90,52,26.73153692,81.37688343,6.175479298,banana
105,85,48,25.33064947,78.56899332,5.764379682,banana
97,81,45,27.5315968,82.58878343,5.694328668,banana
117,90,52,26.71404453,79.51399554,6.160120595,banana
98,70,51,29.27029155,84.76206684,6.488806265,banana
94,81,46,28.40444836,77.35833259,6.00763791,banana
95,93,48,29.7156999,78.78244368,5.659240754,banana
88,89,55,26.97978105,83.53201399,6.190181865,banana
101,71,55,26.94322688,78.18793336,5.524596959,banana
116,70,51,25.99142752,82.73797905,6.408735482,banana
113,76,45,29.19897069,84.67606788,5.609857721,banana
97,71,51,29.7020244,77.5836123,5.80292762,banana
92,74,49,25.08480116,76.77129388,6.351546585,banana
114,89,48,27.80927371,78.5313298,5.673076649,banana
86,87,55,25.27028836,80.66720758,5.564532652,banana
120,71,51,25.15498744,82.52854134,6.002367322,banana
100,81,54,28.09503625,77.72283752,5.702140638,banana
109,82,55,26.83518746,78.39596883,6.446173276,banana
102,89,48,28.01436963,75.94080662,5.814944331,banana
102,71,51,27.7269121,81.21147311,5.802832381,banana
88,79,53,25.37133547,84.31487341,6.207515578,banana
84,88,51,29.85443517,79.73051819,6.131400649,banana
92,78,49,29.81220177,83.079387,5.923195173,banana
120,79,49,26.93251849,76.21655594,6.439573875,banana
119,89,51,28.18057715,76.15268254,6.476572219,banana
91,93,45,25.63232945,81.10098293,5.923264733,banana
103,86,54,27.95039773,80.945283,5.813771737,banana
105,91,48,27.01840573,81.79845092,5.83394449,banana
114,87,47,29.86232532,79.86048896,6.198539635,banana
94,86,50,26.60640427,78.21617304,6.433820665,banana
92,93,53,27.81535044,81.72237229,5.537111041,banana
86,73,45,29.00314499,82.70993056,6.415329382,banana
119,87,49,28.23550016,81.14557409,6.336359798,banana
87,82,54,25.9284974,80.59762026,5.851375423,banana
100,81,46,29.3535689,82.18896026,5.810211343,banana
91,79,54,28.06731743,82.9018659,5.986757578,banana
82,74,54,26.65013914,77.7561367,5.518360278,banana
99,74,51,26.60512139,82.35339964,5.658204933,banana
102,92,55,28.03287071,76.42169516,5.721090527,banana
92,77,45,25.05052151,81.95635485,6.328720832,banana
102,87,50,28.70472654,79.96847302,5.591205625,banana
98,83,55,25.98517169,76.31055994,5.92907083,banana
85,95,48,25.36140574,80.69960897,6.0130392,banana
115,77,48,29.32184997,78.84922836,6.241956273,banana
92,94,55,26.27218348,84.22474579,6.390724536,banana
98,86,52,25.64391385,84.37573541,6.436919013,banana
82,79,48,27.56516888,84.21340786,6.238139799,banana
113,94,47,29.76579164,77.90519077,6.031757003,banana
104,83,54,26.60820699,79.19736621,5.612633659,banana
108,70,47,28.36193652,82.5322068,5.721405678,banana
87,80,47,25.18131568,79.19914589,5.733471989,banana
85,90,50,29.86795476,78.19654599,5.553326909,banana
98,84,55,28.87390655,78.69700326,5.554817791,banana
94,80,47,29.4041772,82.77668573,5.616912364,banana
104,76,45,28.67173994,81.78938676,5.579925451,banana
109,74,54,25.16295699,77.28007109,6.147440806,banana
119,74,52,28.32044877,80.56509769,5.90842069,banana
113,93,53,29.19885812,81.1330569,6.097892085,banana
90,94,52,25.81946274,77.87672459,6.142946139,banana
103,82,48,26.11729077,83.44266883,5.82021241,banana
109,75,47,26.25781182,84.91383026,5.986014153,banana
120,91,45,29.74496822,77.27301688,5.97579409,banana
107,92,54,25.12105772,83.58977735,5.633815789,banana
98,80,47,29.28944796,75.79727997,6.450998888,banana
120,87,49,27.26047845,80.07742146,6.167813009,banana
101,80,52,29.349133,84.70575319,5.523299111,banana
92,72,50,28.95993375,81.75563318,6.03675345,banana
95,85,45,27.64389731,78.19670055,5.760361965,banana
87,88,50,26.42574335,76.14211278,5.533226333,banana
85,84,54,27.10610141,83.07115355,6.153388088,banana
109,76,50,25.20333808,78.49561808,5.971825496,banana
93,80,45,26.78027701,78.84566922,6.291488534,banana
108,83,47,26.98478422,80.99041068,6.317951816,banana
83,74,50,27.02774653,77.23600359,6.23307678,banana
102,70,54,27.99586209,82.31721629,5.69793236,banana
112,85,55,27.32089462,84.63315281,5.738023846,banana
109,70,48,29.45515984,79.10752434,6.168557506,banana
111,82,46,25.52764645,77.75044671,5.914568214,banana
108,73,51,26.2330926,84.47556698,5.818575485,banana
107,77,53,25.54861422,80.22625296,6.265479388,banana
94,90,50,29.56338051,78.40869536,5.782233646,banana
118,70,55,27.77357546,84.90701899,6.448058734,banana
108,78,47,27.00176089,81.96689592,5.998119481,banana
118,73,49,29.75630983,82.43478164,6.438816361,banana
94,72,46,29.04716762,84.0397806,5.681779941,banana
95,84,45,28.5983168,83.71880442,6.243564777,banana
110,70,54,25.81534688,75.55288251,5.586074349,banana
109,85,49,27.82505586,77.63761013,6.481267151,banana
89,89,55,25.34266131,83.9020153,5.617125749,banana
99,94,48,27.13483272,76.89862428,6.147838185,banana
96,93,50,25.85116157,82.98250189,5.979242125,banana
104,79,49,29.15775923,82.31736855,6.467247715,banana
111,79,47,25.87507342,75.36205952,5.795954378,banana
104,84,46,27.59407791,81.71171806,5.611260361,banana
119,78,46,29.17975303,76.49171665,6.181725426,banana
103,83,46,26.56330614,83.42084281,6.115614143,banana
89,79,49,25.42163312,83.93132486,5.549693649,banana
95,89,55,27.06033831,76.72814721,5.65070875,banana
107,92,49,25.62296209,80.91707693,5.908651779,banana
85,72,53,28.57319855,79.93107798,6.408917169,banana
20,16,26,28.88937215,51.77181774,6.664216996,mango
11,22,31,33.87712063,54.17583583,5.588044743,mango
2,22,33,35.77611667,53.91681399,6.924116329,mango
9,39,32,27.30874733,49.4242732,6.70819501,mango
15,32,25,33.20108653,50.26059736,5.025544158,mango
0,18,28,34.62477866,48.92500411,5.529885428,mango
34,23,27,34.04254326,50.36522394,6.52913936,mango
5,37,29,29.40653028,49.47069175,6.47471112,mango
23,16,30,29.23756405,50.77461256,6.295329647,mango
15,25,25,28.81204993,45.16775619,4.916619297,mango
15,39,31,28.1864362,53.38799672,5.165019134,mango
21,38,34,30.55408135,49.67769327,6.542515519,mango
4,37,35,34.54239857,50.26961915,5.588896906,mango
4,31,27,34.41263906,50.18201199,4.828291456,mango
18,27,34,30.87657188,48.07617404,6.703486731,mango
35,21,25,27.54392859,52.14489125,5.695044651,mango
18,29,31,31.89505333,47.15590139,5.856449233,mango
6,39,32,30.45726496,51.14719312,4.673474645,mango
36,28,34,35.7389121,47.6884052,6.201663584,mango
22,24,31,34.9464107,45.1618505,5.587607976,mango
2,35,25,29.08278697,45.76287024,6.65569567,mango
18,37,34,35.87325688,48.43095249,5.939816437,mango
39,36,34,32.55868235,45.49106568,5.760281899,mango
20,23,25,31.96671325,51.20736572,6.19708303,mango
35,18,28,35.31910064,52.73631282,5.228138234,mango
5,21,34,28.21235878,53.85281313,6.478612653,mango
35,15,30,34.54173784,54.26303012,5.637242311,mango
30,37,29,28.3390972,52.16985272,5.207218217,mango
22,38,26,28.28952258,46.15830788,5.787284349,mango
40,19,27,30.88733698,46.04166793,4.582158081,mango
31,30,34,28.42832928,49.57105902,4.801993409,mango
34,16,29,34.52535161,46.5607455,5.142011286,mango
21,15,32,27.89734685,53.80508889,6.137911251,mango
8,17,28,34.79405049,47.65785941,4.528271101,mango
20,36,27,34.41459422,54.21819831,4.585528833,mango
17,17,29,34.53392039,49.90362811,6.448193909,mango
2,17,33,33.83196079,51.79777452,4.989068196,mango
27,39,31,29.230785,45.1734837,6.610933622,mango
33,21,31,31.73090673,49.61683264,6.20855415,mango
33,40,35,27.37239745,52.81147805,6.897204149,mango
38,28,27,31.77819877,49.17711043,6.479529978,mango
9,20,25,33.46811709,52.37228674,6.108287474,mango
1,26,29,27.20390652,53.6187086,5.308151455,mango
8,39,26,28.45012944,54.89924316,5.091025627,mango
27,36,32,33.64610269,53.26419234,5.736950297,mango
12,24,31,29.02442437,46.26884516,5.745926319,mango
19,31,30,34.74211004,54.96259325,5.524061097,mango
8,30,28,30.0691162,53.82715866,6.936059375,mango
39,22,26,32.42463092,46.74437175,6.031546404,mango
35,40,30,35.95364292,52.47703377,6.735186062,mango
23,30,26,32.54724445,50.60197303,5.709194032,mango
31,19,28,33.07943454,48.87845847,5.528965923,mango
12,24,34,31.02575502,46.22053548,6.372662775,mango
12,15,30,28.75481534,48.1144714,5.733761151,mango
3,22,32,33.1847004,47.05496565,4.941977989,mango
18,33,27,31.62310093,49.14520851,6.586941175,mango
25,38,30,29.18419487,45.7114177,6.82786929,mango
9,25,25,32.61340162,53.36926284,5.287802413,mango
36,39,35,29.91475609,53.7068472,4.843684717,mango
3,19,27,29.6686872,45.20807261,6.206814733,mango
28,30,35,27.41580919,50.40183008,4.777912185,mango
38,16,34,33.53301063,48.45168802,6.032978249,mango
8,38,29,28.71244324,54.02236278,5.458147197,mango
33,40,25,27.1096407,45.07565907,5.896984498,mango
21,31,29,31.97696259,53.18085578,4.892303696,mango
20,38,26,32.75725245,51.24678082,6.813904769,mango
16,26,34,34.91295686,47.47968672,5.403394904,mango
3,22,29,29.96502899,51.72773884,4.658077098,mango
0,16,26,35.23701769,45.14948555,5.890246457,mango
8,25,25,29.78009269,48.64132985,5.690753662,mango
3,28,27,30.98655443,47.22852576,4.886498919,mango
27,36,28,30.01702938,54.17817363,5.075068861,mango
23,25,25,34.46311706,50.46590729,6.629531669,mango
30,26,28,33.81129739,50.25607569,6.0332152,mango
29,25,34,32.95036951,47.04767454,5.968347829,mango
37,28,34,29.28160509,48.99292268,4.916589188,mango
14,26,26,35.84911319,49.53665842,5.83711493,mango
7,18,32,35.60729639,52.14416254,5.125875377,mango
4,32,29,34.31525287,52.0886285,5.7432315,mango
13,39,32,35.29589379,54.09381607,4.752076403,mango
24,19,32,35.22992674,53.00377874,6.687709482,mango
30,19,27,30.97062013,46.9241479,5.436461761,mango
1,25,28,33.25539569,51.33153147,5.33077604,mango
3,27,25,35.77460116,50.2934088,6.607392109,mango
10,34,33,33.9726257,49.99534363,5.20720506,mango
20,15,28,33.69036047,49.80211527,5.308872935,mango
14,27,32,34.53100755,53.42861392,4.636572291,mango
22,37,29,30.7607964,53.91243974,5.866770138,mango
40,32,32,33.76642978,51.66582936,5.659869211,mango
38,23,35,28.95701366,46.5153271,6.579473064,mango
19,34,28,32.34013511,47.52186522,6.726214313,mango
22,34,27,32.64853311,46.0115661,5.943865089,mango
19,34,31,27.10417549,52.39642256,5.944378182,mango
12,34,27,27.93215552,53.16023461,5.092614142,mango
17,15,26,30.75495573,48.32289127,5.388877858,mango
40,28,34,31.01666207,46.64877198,4.654998525,mango
10,28,27,27.12877706,51.06602162,5.260300532,mango
36,24,35,33.75777491,52.87152323,5.050932577,mango
17,22,34,32.05778203,49.98822425,4.669046584,mango
31,15,28,31.16868375,51.68828813,5.808003648,mango
3,25,29,30.15788889,48.54826536,6.433638547,mango
7,35,32,28.09694842,53.7689843,5.659875215,mango
17,25,25,31.12891692,48.85803838,5.500741267,mango
32,22,26,33.44178389,53.40733232,5.714783629,mango
24,18,28,34.34201647,46.42062342,4.898628065,mango
35,22,32,35.91607443,52.36549032,4.748632787,mango
2,33,26,27.42235639,50.40737875,6.296746247,mango
27,29,33,34.01732988,53.10859407,6.560694947,mango
22,23,27,28.89910206,54.7532676,5.108476415,mango
16,24,29,27.53915803,49.59957812,5.728941161,mango
10,21,28,33.66217333,46.83920958,5.516083196,mango
18,22,25,31.37814122,45.49600986,4.854941357,mango
27,17,35,29.35679599,52.57490465,6.26523178,mango
3,32,30,31.5096377,50.88730235,5.082684869,mango
12,35,34,30.82720939,51.11634368,5.943799875,mango
1,19,25,32.82289615,45.60526461,5.528686338,mango
6,29,30,32.53891638,45.20378584,6.924692728,mango
29,21,28,29.99369432,46.95927118,6.071467056,mango
25,32,27,35.25053731,53.75928203,6.456074873,mango
10,19,28,32.10370121,47.46004311,5.92116945,mango
7,33,33,29.90901537,53.26671735,6.016660894,mango
34,38,33,31.64756394,50.53222226,6.272855396,mango
23,24,31,30.99126811,50.07045768,6.885838414,mango
11,15,25,35.13495489,49.88942538,5.223375487,mango
14,36,31,32.50060354,54.40339846,5.671759018,mango
15,32,33,28.25172502,51.06378223,6.368194234,mango
32,37,32,34.55862694,49.47599005,5.304713781,mango
22,29,27,27.45408728,49.61267779,5.655188537,mango
8,38,34,32.83578027,50.01184636,5.927034626,mango
0,33,33,32.06981368,48.7279575,5.465975195,mango
22,21,30,33.53721405,50.24401783,4.753700926,mango
2,25,32,27.04152031,47.12049718,5.484798996,mango
20,30,31,35.49175995,47.19362861,6.771341235,mango
8,20,33,34.63348004,49.30532521,5.3200597,mango
30,40,34,30.77378578,48.70082974,5.85001418,mango
